system:time_start,vpd
7-May-08,1.016
8-May-08,1.082
9-May-08,0.771
10-May-08,0.646
11-May-08,0.779
12-May-08,0.713
13-May-08,0.905
14-May-08,0.997
15-May-08,0.717
16-May-08,0.885
17-May-08,0.892
18-May-08,0.897
19-May-08,0.691
20-May-08,0.707
21-May-08,0.69
22-May-08,0.705
23-May-08,0.799
24-May-08,0.818
25-May-08,1.097
26-May-08,1.136
27-May-08,1.363
28-May-08,0.806
29-May-08,1.026
30-May-08,0.913
31-May-08,0.611
1-Jun-08,0.77
2-Jun-08,0.782
3-Jun-08,0.771
4-Jun-08,0.338
5-Jun-08,0.545
6-Jun-08,0.315
7-Jun-08,0.635
8-Jun-08,1.091
9-Jun-08,1.021
10-Jun-08,0.878
11-Jun-08,0.998
12-Jun-08,0.906
13-Jun-08,0.961
14-Jun-08,0.868
15-Jun-08,0.39
16-Jun-08,0.412
17-Jun-08,0.672
18-Jun-08,0.576
19-Jun-08,0.503
20-Jun-08,0.612
21-Jun-08,0.67
22-Jun-08,0.671
23-Jun-08,0.597
24-Jun-08,0.868
25-Jun-08,0.91
26-Jun-08,0.823
27-Jun-08,0.682
28-Jun-08,0.518
29-Jun-08,0.612
30-Jun-08,0.592
1-Jul-08,0.804
2-Jul-08,0.748
3-Jul-08,0.815
4-Jul-08,0.818
5-Jul-08,0.663
6-Jul-08,0.498
7-Jul-08,0.72
8-Jul-08,0.75
9-Jul-08,0.885
10-Jul-08,0.855
11-Jul-08,0.804
12-Jul-08,0.74
13-Jul-08,0.684
14-Jul-08,0.829
15-Jul-08,0.943
16-Jul-08,0.95
17-Jul-08,0.941
18-Jul-08,0.777
19-Jul-08,1.031
20-Jul-08,0.625
21-Jul-08,0.656
22-Jul-08,0.571
23-Jul-08,0.452
24-Jul-08,0.438
25-Jul-08,0.673
26-Jul-08,0.68
27-Jul-08,0.766
28-Jul-08,0.809
29-Jul-08,0.973
30-Jul-08,0.801
31-Jul-08,0.532
1-Aug-08,0.564
2-Aug-08,0.533
3-Aug-08,0.472
4-Aug-08,0.598
5-Aug-08,0.528
6-Aug-08,0.258
7-Aug-08,0.429
8-Aug-08,0.419
9-Aug-08,0.617
10-Aug-08,0.551
11-Aug-08,0.46
12-Aug-08,0.565
13-Aug-08,0.677
14-Aug-08,0.62
15-Aug-08,0.694
16-Aug-08,0.687
17-Aug-08,0.853
18-Aug-08,0.8
19-Aug-08,0.471
20-Aug-08,0.636
21-Aug-08,0.796
22-Aug-08,0.836
23-Aug-08,0.757
24-Aug-08,0.603
25-Aug-08,0.81
26-Aug-08,0.602
27-Aug-08,0.86
28-Aug-08,0.763
29-Aug-08,0.57
30-Aug-08,0.672
31-Aug-08,0.664
1-Sep-08,0.824
2-Sep-08,0.747
3-Sep-08,0.672
4-Sep-08,0.78
5-Sep-08,0.685
6-Sep-08,0.403
7-Sep-08,0.557
8-Sep-08,0.664
9-Sep-08,0.465
10-Sep-08,0.598
11-Sep-08,0.503
12-Sep-08,0.269
13-Sep-08,0.445
14-Sep-08,0.343
15-Sep-08,0.772
16-Sep-08,0.469
17-Sep-08,0.541
18-Sep-08,0.521
19-Sep-08,0.457
20-Sep-08,0.391
21-Sep-08,0.514
22-Sep-08,0.427
23-Sep-08,0.506
24-Sep-08,0.42
25-Sep-08,0.495
26-Sep-08,0.14
27-Sep-08,0.355
28-Sep-08,0.398
29-Sep-08,0.51
30-Sep-08,0.344
1-Oct-08,0.328
2-Oct-08,0.434
3-Oct-08,0.461
4-Oct-08,0.415
5-Oct-08,0.487
6-Oct-08,0.483
7-Oct-08,0.612
8-Oct-08,0.605
9-Oct-08,0.573
10-Oct-08,0.678
11-Oct-08,0.621
12-Oct-08,0.619
13-Oct-08,0.442
14-Oct-08,0.375
15-Oct-08,0.509
16-Oct-08,0.277
17-Oct-08,0.367
18-Oct-08,0.401
19-Oct-08,0.359
20-Oct-08,0.37
21-Oct-08,0.408
22-Oct-08,0.25
23-Oct-08,0.341
24-Oct-08,0.512
25-Oct-08,0.212
26-Oct-08,0.412
27-Oct-08,0.484
28-Oct-08,0.295
29-Oct-08,0.348
30-Oct-08,0.312
31-Oct-08,0.333
1-Nov-08,0.358
2-Nov-08,0.32
3-Nov-08,0.268
4-Nov-08,0.38
5-Nov-08,0.552
6-Nov-08,0.301
7-Nov-08,0.367
8-Nov-08,0.355
9-Nov-08,0.424
10-Nov-08,0.418
11-Nov-08,0.3
12-Nov-08,0.273
13-Nov-08,0.218
14-Nov-08,0.23
15-Nov-08,0.223
16-Nov-08,0.382
17-Nov-08,0.332
18-Nov-08,0.275
19-Nov-08,0.21
20-Nov-08,0.248
21-Nov-08,0.227
22-Nov-08,0.23
23-Nov-08,0.208
24-Nov-08,0.19
25-Nov-08,0.134
26-Nov-08,0.296
27-Nov-08,0.286
28-Nov-08,0.221
29-Nov-08,0.277
30-Nov-08,0.195
1-Dec-08,0.267
2-Dec-08,0.278
3-Dec-08,0.26
4-Dec-08,0.239
5-Dec-08,0.286
6-Dec-08,0.242
7-Dec-08,0.161
8-Dec-08,0.17
9-Dec-08,0.136
10-Dec-08,0.222
11-Dec-08,0.215
12-Dec-08,0.153
13-Dec-08,0.174
14-Dec-08,0.138
15-Dec-08,0.183
16-Dec-08,0.455
17-Dec-08,0.109
18-Dec-08,0.152
19-Dec-08,0.122
20-Dec-08,0.07
21-Dec-08,0.113
22-Dec-08,0.096
23-Dec-08,0.081
24-Dec-08,0.111
25-Dec-08,0.235
26-Dec-08,0.127
27-Dec-08,0.104
28-Dec-08,0.375
29-Dec-08,0.202
30-Dec-08,0.17
1-Jan-09,0.094
2-Jan-09,0.139
3-Jan-09,0.156
4-Jan-09,0.151
5-Jan-09,0.201
6-Jan-09,0.17
7-Jan-09,0.14
8-Jan-09,0.19
9-Jan-09,0.122
10-Jan-09,0.109
11-Jan-09,0.101
12-Jan-09,0.11
13-Jan-09,0.132
14-Jan-09,0.23
15-Jan-09,0.073
16-Jan-09,0.076
17-Jan-09,0.101
18-Jan-09,0.111
19-Jan-09,0.144
20-Jan-09,0.141
21-Jan-09,0.128
22-Jan-09,0.159
23-Jan-09,0.148
24-Jan-09,0.189
25-Jan-09,0.114
26-Jan-09,0.121
27-Jan-09,0.152
28-Jan-09,0.143
29-Jan-09,0.207
30-Jan-09,0.22
31-Jan-09,0.225
1-Feb-09,0.273
2-Feb-09,0.302
3-Feb-09,0.217
4-Feb-09,0.162
5-Feb-09,0.131
6-Feb-09,0.16
7-Feb-09,0.174
8-Feb-09,0.246
9-Feb-09,0.2
10-Feb-09,0.175
11-Feb-09,0.192
12-Feb-09,0.25
13-Feb-09,0.295
14-Feb-09,0.217
15-Feb-09,0.2
16-Feb-09,0.21
17-Feb-09,0.24
18-Feb-09,0.217
19-Feb-09,0.199
20-Feb-09,0.237
21-Feb-09,0.236
22-Feb-09,0.178
23-Feb-09,0.233
24-Feb-09,0.197
25-Feb-09,0.214
26-Feb-09,0.17
27-Feb-09,0.212
28-Feb-09,0.258
1-Mar-09,0.128
2-Mar-09,0.125
3-Mar-09,0.128
4-Mar-09,0.162
5-Mar-09,0.192
6-Mar-09,0.139
7-Mar-09,0.353
8-Mar-09,0.36
9-Mar-09,0.243
10-Mar-09,0.264
11-Mar-09,0.246
12-Mar-09,0.32
13-Mar-09,0.234
14-Mar-09,0.375
15-Mar-09,0.508
16-Mar-09,0.35
17-Mar-09,0.394
18-Mar-09,0.379
19-Mar-09,0.453
20-Mar-09,0.405
21-Mar-09,0.456
22-Mar-09,0.373
23-Mar-09,0.314
24-Mar-09,0.347
25-Mar-09,0.549
26-Mar-09,0.497
27-Mar-09,0.491
28-Mar-09,0.459
29-Mar-09,0.208
30-Mar-09,0.293
31-Mar-09,0.465
1-Apr-09,0.382
2-Apr-09,0.558
3-Apr-09,0.365
4-Apr-09,0.439
5-Apr-09,0.485
6-Apr-09,0.351
7-Apr-09,0.515
8-Apr-09,0.416
9-Apr-09,0.612
10-Apr-09,0.752
11-Apr-09,0.494
12-Apr-09,0.459
13-Apr-09,0.571
14-Apr-09,0.68
15-Apr-09,0.709
16-Apr-09,0.721
17-Apr-09,0.893
18-Apr-09,0.761
19-Apr-09,0.687
20-Apr-09,0.555
21-Apr-09,0.348
22-Apr-09,0.706
23-Apr-09,0.642
24-Apr-09,0.882
25-Apr-09,1.014
26-Apr-09,1.205
27-Apr-09,0.773
28-Apr-09,1.622
29-Apr-09,0.871
30-Apr-09,0.929
1-May-09,0.712
2-May-09,0.699
3-May-09,0.767
4-May-09,0.899
5-May-09,0.409
6-May-09,0.501
7-May-09,0.423
8-May-09,0.8
9-May-09,0.689
10-May-09,0.571
11-May-09,0.608
12-May-09,0.732
13-May-09,0.884
14-May-09,0.471
15-May-09,0.919
16-May-09,0.517
17-May-09,0.591
18-May-09,0.611
19-May-09,0.754
20-May-09,0.984
21-May-09,1.363
22-May-09,1.265
23-May-09,0.685
24-May-09,0.925
25-May-09,0.86
26-May-09,0.644
27-May-09,0.319
28-May-09,0.338
29-May-09,0.394
30-May-09,0.776
31-May-09,0.728
1-Jun-09,0.586
2-Jun-09,0.719
3-Jun-09,0.854
4-Jun-09,0.801
5-Jun-09,0.572
6-Jun-09,0.527
7-Jun-09,0.818
8-Jun-09,0.771
9-Jun-09,0.409
10-Jun-09,0.466
11-Jun-09,0.357
12-Jun-09,0.497
13-Jun-09,0.77
14-Jun-09,0.375
15-Jun-09,0.382
16-Jun-09,0.652
17-Jun-09,0.735
18-Jun-09,0.434
19-Jun-09,0.326
20-Jun-09,0.441
21-Jun-09,0.418
22-Jun-09,0.452
23-Jun-09,0.418
24-Jun-09,0.502
25-Jun-09,0.593
26-Jun-09,0.505
27-Jun-09,0.588
28-Jun-09,0.435
29-Jun-09,0.358
30-Jun-09,0.464
1-Jul-09,0.438
2-Jul-09,0.429
3-Jul-09,0.53
4-Jul-09,0.659
5-Jul-09,0.581
6-Jul-09,0.715
7-Jul-09,0.362
8-Jul-09,0.34
9-Jul-09,0.667
10-Jul-09,0.762
11-Jul-09,0.571
12-Jul-09,0.734
13-Jul-09,0.717
14-Jul-09,0.695
15-Jul-09,0.772
16-Jul-09,0.494
17-Jul-09,0.714
18-Jul-09,0.57
19-Jul-09,0.934
20-Jul-09,0.933
21-Jul-09,0.493
22-Jul-09,0.685
23-Jul-09,0.601
24-Jul-09,0.365
25-Jul-09,0.56
26-Jul-09,0.585
27-Jul-09,0.758
28-Jul-09,0.879
29-Jul-09,0.849
30-Jul-09,0.85
31-Jul-09,0.64
1-Aug-09,0.847
2-Aug-09,0.596
3-Aug-09,0.902
4-Aug-09,0.673
5-Aug-09,0.94
6-Aug-09,0.768
7-Aug-09,0.757
8-Aug-09,0.854
9-Aug-09,0.555
10-Aug-09,0.583
11-Aug-09,0.688
12-Aug-09,0.542
13-Aug-09,0.596
14-Aug-09,0.769
15-Aug-09,1.02
16-Aug-09,1.052
17-Aug-09,1.168
18-Aug-09,1.255
19-Aug-09,1.258
20-Aug-09,1.035
21-Aug-09,0.534
22-Aug-09,0.736
23-Aug-09,0.984
24-Aug-09,0.771
25-Aug-09,0.869
26-Aug-09,0.96
27-Aug-09,0.813
28-Aug-09,0.673
29-Aug-09,0.232
30-Aug-09,0.521
31-Aug-09,0.5
1-Sep-09,0.664
2-Sep-09,0.706
3-Sep-09,0.746
4-Sep-09,0.876
5-Sep-09,0.94
6-Sep-09,0.643
7-Sep-09,0.511
8-Sep-09,0.679
9-Sep-09,0.685
10-Sep-09,0.515
11-Sep-09,0.413
12-Sep-09,0.278
13-Sep-09,0.654
14-Sep-09,0.671
15-Sep-09,0.782
16-Sep-09,0.444
17-Sep-09,0.451
18-Sep-09,0.676
19-Sep-09,0.56
20-Sep-09,0.69
21-Sep-09,0.869
22-Sep-09,0.603
23-Sep-09,0.727
24-Sep-09,0.739
25-Sep-09,0.506
26-Sep-09,0.477
27-Sep-09,0.143
28-Sep-09,0.62
29-Sep-09,0.611
30-Sep-09,0.34
1-Oct-09,0.372
2-Oct-09,0.439
3-Oct-09,0.269
4-Oct-09,0.656
5-Oct-09,0.649
6-Oct-09,0.636
7-Oct-09,0.479
8-Oct-09,0.537
9-Oct-09,0.277
10-Oct-09,0.342
11-Oct-09,0.512
12-Oct-09,0.48
13-Oct-09,0.223
14-Oct-09,0.338
15-Oct-09,0.323
16-Oct-09,0.28
17-Oct-09,0.286
18-Oct-09,0.259
19-Oct-09,0.437
20-Oct-09,0.43
21-Oct-09,0.518
22-Oct-09,0.399
23-Oct-09,0.36
24-Oct-09,0.252
25-Oct-09,0.509
26-Oct-09,0.481
27-Oct-09,0.293
28-Oct-09,0.299
29-Oct-09,0.372
30-Oct-09,0.393
31-Oct-09,0.45
1-Nov-09,0.566
2-Nov-09,0.343
3-Nov-09,0.307
4-Nov-09,0.339
5-Nov-09,0.237
6-Nov-09,0.28
7-Nov-09,0.284
8-Nov-09,0.59
9-Nov-09,0.56
10-Nov-09,0.678
11-Nov-09,0.401
12-Nov-09,0.391
13-Nov-09,0.341
14-Nov-09,0.134
15-Nov-09,0.323
16-Nov-09,0.412
17-Nov-09,0.363
18-Nov-09,0.372
19-Nov-09,0.406
20-Nov-09,0.338
21-Nov-09,0.399
22-Nov-09,0.306
23-Nov-09,0.214
24-Nov-09,0.236
25-Nov-09,0.227
26-Nov-09,0.287
27-Nov-09,0.144
28-Nov-09,0.23
29-Nov-09,0.289
30-Nov-09,0.222
1-Dec-09,0.287
2-Dec-09,0.337
3-Dec-09,0.461
4-Dec-09,0.45
5-Dec-09,0.295
6-Dec-09,0.211
7-Dec-09,0.212
8-Dec-09,0.231
9-Dec-09,0.202
10-Dec-09,0.212
11-Dec-09,0.192
12-Dec-09,0.156
13-Dec-09,0.172
14-Dec-09,0.226
15-Dec-09,0.219
16-Dec-09,0.274
17-Dec-09,0.118
18-Dec-09,0.106
19-Dec-09,0.143
20-Dec-09,0.137
21-Dec-09,0.161
22-Dec-09,0.147
23-Dec-09,0.132
24-Dec-09,0.177
25-Dec-09,0.202
26-Dec-09,0.159
27-Dec-09,0.221
28-Dec-09,0.197
29-Dec-09,0.17
30-Dec-09,0.139
31-Dec-09,0.162
1-Jan-10,0.102
2-Jan-10,0.144
3-Jan-10,0.212
4-Jan-10,0.21
5-Jan-10,0.184
6-Jan-10,0.21
7-Jan-10,0.156
8-Jan-10,0.072
9-Jan-10,0.103
10-Jan-10,0.158
11-Jan-10,0.174
12-Jan-10,0.132
13-Jan-10,0.147
14-Jan-10,0.143
15-Jan-10,0.288
16-Jan-10,0.324
17-Jan-10,0.13
18-Jan-10,0.118
19-Jan-10,0.1
20-Jan-10,0.116
21-Jan-10,0.175
22-Jan-10,0.193
23-Jan-10,0.251
24-Jan-10,0.266
25-Jan-10,0.375
26-Jan-10,0.296
27-Jan-10,0.282
28-Jan-10,0.151
29-Jan-10,0.139
30-Jan-10,0.169
31-Jan-10,0.186
1-Feb-10,0.212
2-Feb-10,0.209
3-Feb-10,0.171
4-Feb-10,0.214
5-Feb-10,0.214
6-Feb-10,0.222
7-Feb-10,0.232
8-Feb-10,0.279
9-Feb-10,0.353
10-Feb-10,0.239
11-Feb-10,0.329
12-Feb-10,0.321
13-Feb-10,0.31
14-Feb-10,0.377
15-Feb-10,0.337
16-Feb-10,0.227
17-Feb-10,0.262
18-Feb-10,0.4
19-Feb-10,0.343
20-Feb-10,0.399
21-Feb-10,0.35
22-Feb-10,0.417
23-Feb-10,0.262
24-Feb-10,0.245
25-Feb-10,0.27
26-Feb-10,0.288
27-Feb-10,0.217
28-Feb-10,0.243
1-Mar-10,0.297
2-Mar-10,0.393
3-Mar-10,0.251
4-Mar-10,0.319
5-Mar-10,0.446
6-Mar-10,0.678
7-Mar-10,0.694
8-Mar-10,0.574
9-Mar-10,0.402
10-Mar-10,0.502
11-Mar-10,0.427
12-Mar-10,0.324
13-Mar-10,0.374
14-Mar-10,0.225
15-Mar-10,0.386
16-Mar-10,0.743
17-Mar-10,0.891
18-Mar-10,0.791
19-Mar-10,0.741
20-Mar-10,0.971
21-Mar-10,0.35
22-Mar-10,0.272
23-Mar-10,0.083
24-Mar-10,0.293
25-Mar-10,0.617
26-Mar-10,0.227
27-Mar-10,0.39
28-Mar-10,0.323
29-Mar-10,0.243
30-Mar-10,0.212
31-Mar-10,0.222
1-Apr-10,0.637
2-Apr-10,0.634
3-Apr-10,1.018
4-Apr-10,1.047
5-Apr-10,0.88
6-Apr-10,0.484
7-Apr-10,1.265
8-Apr-10,0.259
9-Apr-10,0.117
10-Apr-10,0.647
11-Apr-10,0.663
12-Apr-10,0.526
13-Apr-10,0.652
14-Apr-10,0.814
15-Apr-10,0.638
16-Apr-10,0.153
17-Apr-10,0.167
18-Apr-10,0.35
19-Apr-10,0.638
20-Apr-10,0.869
21-Apr-10,0.975
22-Apr-10,0.816
23-Apr-10,0.457
24-Apr-10,0.887
25-Apr-10,0.684
26-Apr-10,0.643
27-Apr-10,0.109
28-Apr-10,0.262
29-Apr-10,0.565
30-Apr-10,1.14
1-May-10,1.378
2-May-10,1.152
3-May-10,0.934
4-May-10,1.097
5-May-10,1.108
6-May-10,0.915
7-May-10,0.868
8-May-10,0.14
9-May-10,0.398
10-May-10,0.443
11-May-10,0.712
12-May-10,0.632
13-May-10,0.97
14-May-10,0.664
15-May-10,0.636
16-May-10,0.972
17-May-10,1.12
18-May-10,0.711
19-May-10,0.225
20-May-10,1.128
21-May-10,0.924
22-May-10,0.826
23-May-10,0.869
24-May-10,1.279
25-May-10,1.481
26-May-10,1.221
27-May-10,0.806
28-May-10,1.047
29-May-10,0.943
30-May-10,1
31-May-10,1.03
1-Jun-10,0.29
2-Jun-10,0.578
3-Jun-10,0.153
4-Jun-10,0.78
5-Jun-10,0.644
6-Jun-10,0.001
7-Jun-10,0.788
8-Jun-10,0.752
9-Jun-10,0.875
10-Jun-10,0.172
11-Jun-10,0.579
12-Jun-10,0.392
13-Jun-10,0.293
14-Jun-10,0.487
15-Jun-10,0.934
16-Jun-10,0.645
17-Jun-10,0.424
18-Jun-10,1.277
19-Jun-10,1.28
20-Jun-10,1.131
21-Jun-10,1.029
22-Jun-10,1.206
23-Jun-10,0.763
24-Jun-10,0.791
25-Jun-10,1.088
26-Jun-10,0.847
27-Jun-10,0.648
28-Jun-10,0.601
29-Jun-10,0.616
1-Jul-10,0.765
2-Jul-10,1.142
3-Jul-10,1.359
4-Jul-10,1.495
5-Jul-10,1.685
6-Jul-10,1.301
7-Jul-10,0.947
8-Jul-10,0.754
9-Jul-10,0.885
10-Jul-10,0.53
11-Jul-10,0.724
12-Jul-10,0.864
13-Jul-10,0.761
14-Jul-10,0.503
15-Jul-10,0.839
16-Jul-10,0.775
17-Jul-10,1.154
18-Jul-10,1.092
19-Jul-10,0.805
20-Jul-10,0.614
21-Jul-10,0.812
22-Jul-10,0.86
23-Jul-10,0.981
24-Jul-10,0.723
25-Jul-10,0.769
26-Jul-10,1.117
27-Jul-10,1.422
28-Jul-10,1.267
29-Jul-10,0.695
30-Jul-10,0.812
31-Jul-10,0.792
1-Aug-10,0.863
2-Aug-10,0.768
3-Aug-10,0.65
4-Aug-10,1.083
5-Aug-10,0.48
6-Aug-10,0.824
7-Aug-10,1.041
8-Aug-10,1.179
9-Aug-10,1.236
10-Aug-10,1.056
11-Aug-10,0.958
12-Aug-10,0.829
13-Aug-10,0.882
14-Aug-10,1.06
15-Aug-10,1.017
16-Aug-10,0.396
17-Aug-10,0.987
18-Aug-10,1.158
19-Aug-10,1.174
20-Aug-10,0.861
21-Aug-10,0.971
22-Aug-10,0.398
23-Aug-10,0.383
24-Aug-10,0.627
25-Aug-10,0.317
26-Aug-10,0.748
27-Aug-10,0.859
28-Aug-10,1.154
29-Aug-10,1.442
30-Aug-10,1.575
31-Aug-10,1.536
1-Sep-10,1.62
2-Sep-10,1.563
3-Sep-10,1.072
4-Sep-10,0.691
5-Sep-10,0.712
6-Sep-10,0.913
7-Sep-10,0.988
8-Sep-10,0.623
9-Sep-10,0.588
10-Sep-10,0.458
11-Sep-10,0.624
12-Sep-10,0.25
13-Sep-10,0.286
14-Sep-10,0.619
15-Sep-10,0.618
16-Sep-10,0.615
17-Sep-10,0.18
18-Sep-10,0.48
19-Sep-10,0.323
20-Sep-10,0.514
21-Sep-10,0.778
22-Sep-10,0.675
23-Sep-10,0.758
24-Sep-10,0.392
25-Sep-10,0.825
26-Sep-10,0.125
27-Sep-10,0.098
28-Sep-10,0.119
29-Sep-10,0.653
30-Sep-10,0.247
1-Oct-10,0.205
2-Oct-10,0.426
3-Oct-10,0.475
4-Oct-10,0.578
5-Oct-10,0.656
6-Oct-10,0.25
7-Oct-10,0.447
8-Oct-10,0.821
9-Oct-10,0.502
10-Oct-10,0.726
11-Oct-10,0.625
12-Oct-10,0.542
13-Oct-10,0.518
14-Oct-10,0.328
15-Oct-10,0.167
16-Oct-10,0.385
17-Oct-10,0.546
18-Oct-10,0.467
19-Oct-10,0.523
20-Oct-10,0.464
21-Oct-10,0.169
22-Oct-10,0.368
23-Oct-10,0.465
24-Oct-10,0.306
25-Oct-10,0.116
26-Oct-10,0.432
27-Oct-10,0.131
28-Oct-10,0.557
29-Oct-10,0.348
30-Oct-10,0.309
31-Oct-10,0.265
1-Nov-10,0.391
2-Nov-10,0.349
3-Nov-10,0.35
4-Nov-10,0.08
5-Nov-10,0.101
6-Nov-10,0.155
7-Nov-10,0.249
8-Nov-10,0.273
9-Nov-10,0.304
10-Nov-10,0.393
11-Nov-10,0.553
12-Nov-10,0.71
13-Nov-10,0.811
14-Nov-10,0.4
15-Nov-10,0.275
16-Nov-10,0.356
17-Nov-10,0.309
18-Nov-10,0.35
19-Nov-10,0.299
20-Nov-10,0.395
21-Nov-10,0.302
22-Nov-10,0.111
23-Nov-10,0
24-Nov-10,0.241
25-Nov-10,0.315
26-Nov-10,0.132
27-Nov-10,0.251
28-Nov-10,0.294
29-Nov-10,0.301
30-Nov-10,0.158
1-Dec-10,0.211
2-Dec-10,0.185
3-Dec-10,0.255
4-Dec-10,0.216
5-Dec-10,0.156
6-Dec-10,0.197
7-Dec-10,0.243
8-Dec-10,0.178
9-Dec-10,0.141
10-Dec-10,0.146
11-Dec-10,0.158
12-Dec-10,0.303
13-Dec-10,0.099
14-Dec-10,0.084
15-Dec-10,0.156
16-Dec-10,0.166
17-Dec-10,0.168
18-Dec-10,0.192
19-Dec-10,0.207
20-Dec-10,0.192
21-Dec-10,0.253
22-Dec-10,0.22
23-Dec-10,0.2
24-Dec-10,0.229
25-Dec-10,0.172
26-Dec-10,0.125
27-Dec-10,0.088
28-Dec-10,0.224
29-Dec-10,0.165
30-Dec-10,0.276
31-Dec-10,0.412
1-Jan-11,0.31
2-Jan-11,0.264
3-Jan-11,0.223
4-Jan-11,0.286
5-Jan-11,0.248
6-Jan-11,0.225
7-Jan-11,0.256
8-Jan-11,0.208
9-Jan-11,0.164
10-Jan-11,0.214
11-Jan-11,0.192
12-Jan-11,0.192
13-Jan-11,0.132
14-Jan-11,0.152
15-Jan-11,0.157
16-Jan-11,0.139
17-Jan-11,0.108
18-Jan-11,0.225
19-Jan-11,0.116
20-Jan-11,0.134
21-Jan-11,0.096
22-Jan-11,0.106
23-Jan-11,0.069
24-Jan-11,0.066
25-Jan-11,0.141
26-Jan-11,0.16
27-Jan-11,0.126
28-Jan-11,0.188
29-Jan-11,0.212
30-Jan-11,0.14
31-Jan-11,0.106
1-Feb-11,0.185
2-Feb-11,0.134
3-Feb-11,0.13
4-Feb-11,0.208
5-Feb-11,0.248
6-Feb-11,0.168
7-Feb-11,0.23
8-Feb-11,0.077
9-Feb-11,0.164
10-Feb-11,0.173
11-Feb-11,0.219
12-Feb-11,0.253
13-Feb-11,0.215
14-Feb-11,0.257
15-Feb-11,0.169
16-Feb-11,0.239
17-Feb-11,0.268
18-Feb-11,0.334
19-Feb-11,0.214
20-Feb-11,0.205
21-Feb-11,0.117
22-Feb-11,0.205
23-Feb-11,0.249
24-Feb-11,0.26
25-Feb-11,0.17
26-Feb-11,0.179
27-Feb-11,0.184
28-Feb-11,0.235
1-Mar-11,0.178
2-Mar-11,0.21
3-Mar-11,0.135
4-Mar-11,0.225
5-Mar-11,0.237
6-Mar-11,0.292
7-Mar-11,0.174
8-Mar-11,0.327
9-Mar-11,0.278
10-Mar-11,0.283
11-Mar-11,0.328
12-Mar-11,0.269
13-Mar-11,0.415
14-Mar-11,0.294
15-Mar-11,0.406
16-Mar-11,0.271
17-Mar-11,0.523
18-Mar-11,0.809
19-Mar-11,0.258
20-Mar-11,0.45
21-Mar-11,0.374
22-Mar-11,0.242
23-Mar-11,0.31
24-Mar-11,0.333
25-Mar-11,0.35
26-Mar-11,0.343
27-Mar-11,0.346
